Elapsed Time [s],PM1 [mg/m3],PM2.5 [mg/m3],PM4 [mg/m3],PM10 [mg/m3],TOTAL [mg/m3],Alarms,Errors
616,0.023,0.024,0.024,0.024,0.024,,
617,0.024,0.025,0.026,0.027,0.027,,
618,0.024,0.026,0.026,0.035,0.035,,
619,0.024,0.025,0.025,0.030,0.030,,
620,0.022,0.023,0.023,0.024,0.024,,
621,0.023,0.024,0.024,0.024,0.024,,
622,0.023,0.024,0.025,0.025,0.027,,
623,0.023,0.025,0.025,0.025,0.054,,
624,0.022,0.023,0.024,0.024,0.038,,
625,0.023,0.024,0.025,0.025,0.025,,
626,0.024,0.025,0.026,0.026,0.026,,
627,0.024,0.025,0.025,0.026,0.026,,
628,0.024,0.025,0.025,0.026,0.026,,
629,0.024,0.025,0.026,0.028,0.028,,
630,0.023,0.024,0.025,0.025,0.025,,
631,0.023,0.024,0.025,0.025,0.025,,
632,0.023,0.024,0.025,0.025,0.025,,
633,0.023,0.024,0.025,0.025,0.025,,
634,0.023,0.024,0.025,0.025,0.025,,
635,0.024,0.024,0.025,0.025,0.025,,
636,0.024,0.025,0.025,0.025,0.025,,
637,0.023,0.024,0.025,0.025,0.025,,
638,0.024,0.025,0.025,0.025,0.025,,
639,0.024,0.025,0.026,0.026,0.026,,
640,0.023,0.024,0.025,0.025,0.025,,
641,0.023,0.024,0.024,0.024,0.024,,
642,0.024,0.025,0.025,0.025,0.025,,
643,0.024,0.025,0.026,0.026,0.026,,
644,0.024,0.025,0.026,0.026,0.026,,
645,0.024,0.025,0.026,0.026,0.026,,
646,0.023,0.025,0.025,0.025,0.025,,
647,0.023,0.025,0.025,0.025,0.025,,
648,0.022,0.024,0.024,0.024,0.024,,
649,0.023,0.024,0.024,0.024,0.024,,
650,0.022,0.023,0.024,0.024,0.024,,
651,0.023,0.024,0.024,0.024,0.024,,
652,0.023,0.024,0.024,0.024,0.024,,
653,0.022,0.023,0.024,0.024,0.024,,
654,0.021,0.022,0.023,0.023,0.023,,
655,0.021,0.022,0.022,0.022,0.022,,
656,0.021,0.022,0.022,0.023,0.023,,
657,0.022,0.023,0.023,0.024,0.024,,
658,0.022,0.023,0.023,0.026,0.026,,
659,0.022,0.024,0.024,0.025,0.025,,
660,0.023,0.024,0.025,0.025,0.025,,
661,0.023,0.025,0.026,0.026,0.026,,
662,0.023,0.024,0.024,0.024,0.024,,
663,0.022,0.024,0.024,0.024,0.024,,
664,0.022,0.024,0.024,0.027,0.027,,
665,0.023,0.024,0.025,0.026,0.026,,
666,0.023,0.024,0.025,0.026,0.026,,
667,0.024,0.025,0.025,0.025,0.025,,
668,0.023,0.025,0.026,0.026,0.026,,
669,0.023,0.024,0.025,0.025,0.025,,
670,0.023,0.024,0.026,0.029,0.029,,
671,0.022,0.024,0.025,0.027,0.027,,
672,0.022,0.023,0.023,0.023,0.023,,
673,0.022,0.023,0.023,0.023,0.023,,
674,0.022,0.023,0.024,0.024,0.024,,
675,0.022,0.023,0.024,0.024,0.024,,
676,0.022,0.023,0.023,0.023,0.023,,
677,0.022,0.023,0.023,0.027,0.027,,
678,0.022,0.023,0.023,0.026,0.026,,
679,0.023,0.024,0.025,0.025,0.025,,
680,0.024,0.025,0.026,0.026,0.026,,
681,0.023,0.024,0.024,0.028,0.028,,
682,0.023,0.024,0.024,0.025,0.025,,
683,0.023,0.024,0.024,0.024,0.024,,
684,0.023,0.025,0.025,0.025,0.025,,
685,0.024,0.025,0.025,0.026,0.026,,
686,0.023,0.024,0.024,0.033,0.033,,
687,0.022,0.023,0.024,0.030,0.030,,
688,0.022,0.023,0.023,0.024,0.024,,
689,0.022,0.023,0.023,0.023,0.023,,
690,0.022,0.023,0.023,0.023,0.023,,
691,0.022,0.023,0.023,0.025,0.025,,
692,0.022,0.023,0.023,0.024,0.024,,
693,0.022,0.023,0.023,0.023,0.023,,
694,0.021,0.022,0.023,0.024,0.024,,
695,0.022,0.023,0.023,0.024,0.024,,
696,0.021,0.023,0.023,0.023,0.023,,
697,0.021,0.022,0.023,0.023,0.023,,
698,0.021,0.022,0.023,0.023,0.023,,
699,0.021,0.022,0.022,0.022,0.022,,
700,0.021,0.021,0.022,0.022,0.022,,
701,0.022,0.022,0.022,0.023,0.023,,
702,0.022,0.023,0.023,0.024,0.024,,
703,0.021,0.022,0.022,0.023,0.023,,
704,0.022,0.023,0.023,0.023,0.023,,
705,0.022,0.023,0.024,0.024,0.024,,
706,0.021,0.022,0.022,0.022,0.022,,
707,0.021,0.022,0.022,0.022,0.022,,
708,0.021,0.022,0.022,0.022,0.022,,
709,0.022,0.023,0.024,0.024,0.024,,
710,0.023,0.024,0.024,0.024,0.024,,
711,0.023,0.024,0.024,0.024,0.024,,
712,0.022,0.023,0.023,0.024,0.024,,
713,0.022,0.023,0.023,0.032,0.032,,
714,0.022,0.023,0.024,0.027,0.027,,
715,0.022,0.023,0.023,0.023,0.023,,
716,0.022,0.023,0.023,0.023,0.023,,
717,0.021,0.022,0.022,0.022,0.022,,
718,0.022,0.023,0.023,0.023,0.023,,
719,0.021,0.023,0.023,0.023,0.023,,
720,0.021,0.023,0.023,0.023,0.023,,
721,0.022,0.023,0.023,0.023,0.023,,
722,0.022,0.023,0.023,0.023,0.023,,
723,0.022,0.023,0.024,0.024,0.024,,
724,0.022,0.023,0.023,0.023,0.023,,
725,0.022,0.023,0.023,0.023,0.023,,
726,0.022,0.023,0.023,0.026,0.026,,
727,0.022,0.023,0.023,0.025,0.025,,
728,0.021,0.022,0.023,0.023,0.023,,
729,0.021,0.022,0.023,0.024,0.024,,
730,0.023,0.024,0.024,0.025,0.025,,
731,0.021,0.022,0.022,0.024,0.024,,
732,0.021,0.022,0.022,0.023,0.023,,
733,0.022,0.023,0.024,0.024,0.024,,
734,0.022,0.023,0.024,0.025,0.025,,
735,0.021,0.022,0.022,0.023,0.023,,
736,0.022,0.023,0.023,0.023,0.023,,
737,0.022,0.023,0.024,0.024,0.024,,
738,0.022,0.023,0.023,0.023,0.023,,
739,0.021,0.023,0.023,0.023,0.023,,
740,0.022,0.023,0.024,0.024,0.024,,
741,0.021,0.023,0.024,0.024,0.024,,
742,0.022,0.023,0.023,0.026,0.026,,
743,0.021,0.022,0.022,0.024,0.024,,
744,0.021,0.022,0.022,0.022,0.022,,
745,0.020,0.021,0.021,0.021,0.021,,
746,0.020,0.021,0.021,0.021,0.021,,
747,0.021,0.022,0.022,0.023,0.023,,
748,0.021,0.022,0.022,0.024,0.024,,
749,0.021,0.023,0.023,0.023,0.023,,
750,0.023,0.024,0.024,0.024,0.024,,
751,0.022,0.024,0.024,0.024,0.024,,
752,0.023,0.024,0.026,0.027,0.027,,
753,0.022,0.023,0.025,0.026,0.026,,
754,0.022,0.023,0.025,0.025,0.025,,
755,0.022,0.023,0.023,0.028,0.028,,
756,0.021,0.022,0.022,0.024,0.024,,
757,0.021,0.022,0.023,0.023,0.023,,
758,0.022,0.023,0.023,0.023,0.023,,
759,0.022,0.023,0.023,0.023,0.023,,
760,0.023,0.023,0.024,0.024,0.024,,
761,0.023,0.023,0.023,0.028,0.028,,
762,0.021,0.022,0.022,0.024,0.024,,
763,0.022,0.023,0.023,0.023,0.023,,
764,0.021,0.023,0.023,0.023,0.023,,
765,0.021,0.022,0.022,0.022,0.022,,
766,0.021,0.023,0.023,0.023,0.023,,
767,0.021,0.023,0.023,0.023,0.023,,
768,0.022,0.023,0.023,0.023,0.023,,
769,0.022,0.023,0.023,0.023,0.023,,
770,0.021,0.022,0.022,0.022,0.022,,
771,0.022,0.023,0.023,0.023,0.023,,
772,0.022,0.023,0.024,0.024,0.024,,
773,0.021,0.022,0.023,0.023,0.023,,
774,0.021,0.022,0.022,0.022,0.022,,
775,0.022,0.022,0.023,0.023,0.023,,
776,0.022,0.023,0.024,0.024,0.024,,
777,0.022,0.023,0.023,0.023,0.023,,
778,0.022,0.023,0.023,0.023,0.023,,
779,0.020,0.022,0.022,0.022,0.022,,
780,0.020,0.021,0.022,0.023,0.023,,
781,0.022,0.023,0.024,0.026,0.026,,
782,0.022,0.023,0.023,0.025,0.025,,
783,0.022,0.023,0.023,0.023,0.023,,
784,0.022,0.024,0.024,0.025,0.025,,
785,0.023,0.024,0.024,0.027,0.027,,
786,0.021,0.022,0.023,0.024,0.024,,
787,0.021,0.022,0.023,0.023,0.023,,
788,0.021,0.022,0.023,0.023,0.023,,
789,0.021,0.022,0.023,0.024,0.024,,
790,0.022,0.022,0.023,0.024,0.024,,
791,0.022,0.023,0.023,0.024,0.024,,
792,0.022,0.023,0.023,0.027,0.027,,
793,0.021,0.022,0.023,0.025,0.025,,
794,0.022,0.023,0.023,0.023,0.023,,
795,0.022,0.023,0.023,0.023,0.023,,
796,0.022,0.023,0.024,0.024,0.024,,
797,0.021,0.023,0.024,0.024,0.024,,
798,0.021,0.023,0.023,0.024,0.024,,
799,0.023,0.024,0.024,0.025,0.025,,
800,0.022,0.023,0.024,0.024,0.024,,
801,0.022,0.022,0.023,0.023,0.023,,
802,0.022,0.022,0.023,0.023,0.023,,
803,0.023,0.023,0.023,0.023,0.023,,
804,0.022,0.023,0.023,0.023,0.023,,
805,0.022,0.023,0.023,0.024,0.024,,
806,0.021,0.022,0.022,0.023,0.023,,
807,0.021,0.022,0.022,0.022,0.022,,
808,0.021,0.022,0.022,0.022,0.022,,
809,0.021,0.022,0.022,0.022,0.022,,
810,0.021,0.022,0.022,0.022,0.022,,
811,0.022,0.023,0.023,0.023,0.023,,
812,0.022,0.023,0.023,0.023,0.023,,
813,0.022,0.023,0.024,0.024,0.024,,
814,0.022,0.023,0.024,0.024,0.024,,
815,0.022,0.023,0.024,0.024,0.024,,
816,0.022,0.023,0.025,0.025,0.025,,
817,0.022,0.023,0.024,0.024,0.024,,
818,0.021,0.022,0.023,0.023,0.023,,
819,0.020,0.022,0.022,0.022,0.022,,
820,0.022,0.023,0.023,0.023,0.023,,
821,0.021,0.023,0.023,0.023,0.023,,
822,0.021,0.022,0.022,0.022,0.022,,
823,0.022,0.023,0.023,0.023,0.023,,
824,0.023,0.024,0.025,0.025,0.025,,
825,0.023,0.024,0.025,0.025,0.025,,
826,0.022,0.024,0.025,0.027,0.027,,
827,0.022,0.023,0.025,0.027,0.027,,
828,0.022,0.023,0.024,0.025,0.025,,
829,0.022,0.023,0.024,0.024,0.024,,
830,0.021,0.022,0.023,0.024,0.024,,
831,0.021,0.022,0.023,0.023,0.023,,
832,0.022,0.023,0.023,0.023,0.023,,
833,0.022,0.023,0.023,0.023,0.023,,
834,0.022,0.023,0.023,0.023,0.023,,
835,0.022,0.023,0.024,0.024,0.024,,
836,0.022,0.023,0.024,0.026,0.026,,
837,0.022,0.023,0.024,0.024,0.024,,
838,0.023,0.024,0.024,0.024,0.024,,
839,0.022,0.023,0.024,0.024,0.024,,
840,0.022,0.023,0.024,0.025,0.025,,
841,0.023,0.023,0.024,0.025,0.025,,
842,0.022,0.023,0.024,0.027,0.027,,
843,0.022,0.023,0.023,0.024,0.024,,
844,0.022,0.022,0.022,0.022,0.022,,
845,0.021,0.022,0.022,0.022,0.022,,
846,0.022,0.023,0.023,0.023,0.023,,
847,0.022,0.023,0.023,0.023,0.023,,
848,0.022,0.023,0.023,0.023,0.023,,
849,0.022,0.023,0.023,0.023,0.023,,
850,0.022,0.023,0.023,0.023,0.023,,
851,0.022,0.023,0.023,0.023,0.023,,
852,0.022,0.024,0.024,0.024,0.024,,
853,0.022,0.023,0.024,0.030,0.030,,
854,0.021,0.022,0.022,0.025,0.025,,
855,0.022,0.023,0.024,0.024,0.024,,
856,0.022,0.023,0.023,0.024,0.024,,
857,0.022,0.023,0.023,0.025,0.025,,
858,0.021,0.022,0.023,0.024,0.024,,
859,0.022,0.023,0.024,0.025,0.025,,
860,0.022,0.023,0.024,0.026,0.026,,
861,0.021,0.022,0.023,0.024,0.024,,
862,0.021,0.022,0.022,0.022,0.022,,
863,0.022,0.023,0.023,0.023,0.023,,
864,0.021,0.022,0.022,0.022,0.022,,
865,0.021,0.022,0.022,0.022,0.022,,
866,0.021,0.022,0.023,0.023,0.023,,
867,0.021,0.022,0.023,0.023,0.023,,
868,0.021,0.022,0.022,0.022,0.022,,
869,0.022,0.022,0.022,0.022,0.022,,
870,0.021,0.022,0.023,0.023,0.023,,
871,0.021,0.022,0.022,0.022,0.022,,
872,0.021,0.022,0.022,0.022,0.022,,
873,0.022,0.023,0.023,0.023,0.023,,
874,0.021,0.022,0.023,0.023,0.023,,
875,0.021,0.022,0.023,0.023,0.023,,
876,0.021,0.023,0.024,0.024,0.024,,
877,0.021,0.023,0.024,0.024,0.024,,
878,0.021,0.022,0.022,0.022,0.022,,
879,0.022,0.023,0.023,0.023,0.023,,
880,0.022,0.023,0.023,0.024,0.024,,
881,0.021,0.023,0.023,0.023,0.023,,
882,0.021,0.023,0.023,0.023,0.023,,
883,0.022,0.023,0.023,0.029,0.029,,
884,0.022,0.023,0.023,0.026,0.026,,
885,0.021,0.022,0.022,0.022,0.022,,
886,0.021,0.023,0.023,0.023,0.023,,
887,0.022,0.023,0.023,0.023,0.023,,
888,0.021,0.022,0.022,0.022,0.022,,
889,0.021,0.022,0.024,0.024,0.024,,
890,0.021,0.022,0.023,0.023,0.023,,
891,0.021,0.022,0.023,0.023,0.023,,
892,0.021,0.022,0.022,0.022,0.022,,
893,0.022,0.023,0.023,0.023,0.023,,
894,0.021,0.023,0.023,0.023,0.023,,
895,0.021,0.022,0.022,0.022,0.022,,
896,0.020,0.021,0.021,0.021,0.021,,
897,0.021,0.022,0.022,0.023,0.023,,
898,0.021,0.022,0.022,0.023,0.023,,
899,0.021,0.022,0.022,0.022,0.022,,
900,0.020,0.021,0.022,0.022,0.022,,
901,0.020,0.021,0.021,0.021,0.021,,
902,0.020,0.021,0.021,0.021,0.021,,
903,0.020,0.022,0.022,0.022,0.022,,
904,0.021,0.021,0.022,0.022,0.022,,
905,0.020,0.021,0.022,0.022,0.022,,
906,0.021,0.022,0.023,0.023,0.023,,
907,0.021,0.022,0.023,0.023,0.023,,
908,0.021,0.022,0.022,0.022,0.022,,
909,0.021,0.022,0.023,0.023,0.023,,
910,0.022,0.023,0.023,0.023,0.023,,
911,0.022,0.023,0.024,0.024,0.024,,
912,0.022,0.023,0.024,0.024,0.024,,
913,0.023,0.024,0.025,0.025,0.025,,
914,0.022,0.023,0.024,0.024,0.024,,
915,0.021,0.022,0.022,0.022,0.022,,
916,0.021,0.022,0.022,0.022,0.022,,
917,0.022,0.023,0.023,0.023,0.023,,
918,0.022,0.023,0.024,0.024,0.024,,
919,0.021,0.022,0.023,0.023,0.023,,
920,0.021,0.023,0.023,0.023,0.023,,
921,0.022,0.024,0.024,0.028,0.028,,
922,0.022,0.023,0.023,0.025,0.025,,
923,0.021,0.022,0.022,0.024,0.024,,
924,0.021,0.022,0.022,0.023,0.023,,
925,0.021,0.022,0.023,0.023,0.023,,
926,0.021,0.022,0.023,0.023,0.023,,
927,0.021,0.022,0.022,0.022,0.022,,
928,0.021,0.023,0.023,0.023,0.023,,
929,0.020,0.021,0.022,0.022,0.022,,
930,0.020,0.021,0.021,0.021,0.021,,
931,0.022,0.023,0.023,0.023,0.023,,
932,0.020,0.022,0.022,0.022,0.022,,
933,0.019,0.020,0.020,0.020,0.020,,
934,0.021,0.021,0.021,0.021,0.021,,
935,0.021,0.021,0.021,0.021,0.021,,
936,0.021,0.022,0.022,0.022,0.022,,
937,0.022,0.023,0.023,0.023,0.023,,
938,0.023,0.023,0.023,0.024,0.024,,
939,0.022,0.023,0.023,0.025,0.025,,
940,0.021,0.022,0.022,0.023,0.023,,
941,0.021,0.023,0.023,0.023,0.023,,
942,0.022,0.023,0.023,0.023,0.023,,
943,0.022,0.023,0.024,0.024,0.024,,
944,0.022,0.023,0.024,0.024,0.024,,
945,0.021,0.023,0.023,0.023,0.023,,
946,0.020,0.022,0.022,0.024,0.024,,
947,0.021,0.022,0.022,0.023,0.023,,
948,0.022,0.023,0.023,0.026,0.026,,
949,0.022,0.023,0.024,0.025,0.025,,
950,0.022,0.023,0.024,0.026,0.026,,
951,0.021,0.023,0.023,0.025,0.025,,
952,0.022,0.022,0.023,0.023,0.023,,
953,0.021,0.023,0.023,0.023,0.023,,
954,0.021,0.022,0.022,0.022,0.022,,
955,0.021,0.022,0.024,0.024,0.024,,
956,0.021,0.023,0.023,0.023,0.023,,
957,0.021,0.023,0.023,0.023,0.023,,
958,0.020,0.022,0.022,0.022,0.022,,
959,0.021,0.022,0.023,0.025,0.025,,
960,0.020,0.022,0.022,0.023,0.023,,
961,0.020,0.021,0.021,0.021,0.021,,
962,0.019,0.021,0.021,0.021,0.021,,
963,0.019,0.020,0.020,0.020,0.020,,
964,0.020,0.021,0.021,0.021,0.021,,
965,0.020,0.021,0.021,0.021,0.021,,
966,0.020,0.022,0.022,0.023,0.023,,
967,0.022,0.022,0.023,0.030,0.030,,
968,0.021,0.022,0.022,0.026,0.026,,
969,0.021,0.021,0.023,0.027,0.027,,
970,0.021,0.022,0.023,0.026,0.026,,
971,0.021,0.022,0.022,0.025,0.025,,
972,0.021,0.022,0.022,0.023,0.023,,
973,0.021,0.022,0.022,0.022,0.022,,
974,0.022,0.022,0.022,0.022,0.022,,
975,0.021,0.022,0.022,0.022,0.022,,
976,0.021,0.022,0.022,0.022,0.022,,
977,0.022,0.023,0.023,0.023,0.023,,
978,0.022,0.023,0.023,0.023,0.023,,
979,0.021,0.023,0.024,0.024,0.024,,
980,0.021,0.022,0.022,0.022,0.022,,
981,0.022,0.023,0.023,0.024,0.024,,
982,0.021,0.022,0.023,0.033,0.033,,
983,0.021,0.022,0.022,0.027,0.027,,
984,0.021,0.021,0.022,0.022,0.022,,
985,0.020,0.021,0.021,0.021,0.021,,
986,0.019,0.020,0.021,0.021,0.021,,
987,0.019,0.020,0.021,0.021,0.021,,
988,0.020,0.021,0.022,0.024,0.024,,
989,0.021,0.021,0.022,0.023,0.023,,
990,0.021,0.022,0.022,0.022,0.022,,
991,0.020,0.021,0.021,0.021,0.021,,
992,0.021,0.022,0.022,0.023,0.023,,
993,0.021,0.022,0.023,0.023,0.023,,
994,0.021,0.022,0.022,0.024,0.024,,
995,0.021,0.022,0.022,0.023,0.023,,
996,0.021,0.022,0.022,0.022,0.022,,
997,0.021,0.022,0.022,0.022,0.022,,
998,0.022,0.023,0.023,0.023,0.023,,
999,0.021,0.022,0.022,0.024,0.024,,
1000,0.020,0.021,0.021,0.023,0.023,,
1001,0.020,0.021,0.021,0.022,0.022,,
1002,0.022,0.023,0.024,0.024,0.024,,
1003,0.022,0.023,0.024,0.024,0.024,,
1004,0.022,0.023,0.023,0.024,0.024,,
1005,0.022,0.023,0.023,0.025,0.025,,
1006,0.022,0.023,0.023,0.024,0.024,,
1007,0.021,0.022,0.023,0.023,0.023,,
1008,0.021,0.022,0.022,0.022,0.022,,
1009,0.021,0.022,0.022,0.022,0.022,,
1010,0.022,0.023,0.023,0.023,0.023,,
1011,0.021,0.022,0.023,0.023,0.023,,
1012,0.021,0.022,0.023,0.023,0.023,,
1013,0.021,0.022,0.022,0.022,0.022,,
1014,0.021,0.023,0.023,0.023,0.023,,
1015,0.021,0.023,0.023,0.023,0.023,,
1016,0.022,0.023,0.024,0.024,0.024,,
1017,0.021,0.023,0.023,0.023,0.023,,
1018,0.021,0.023,0.023,0.023,0.023,,
1019,0.022,0.023,0.024,0.030,0.030,,
1020,0.021,0.022,0.023,0.027,0.027,,
1021,0.021,0.023,0.023,0.024,0.024,,
1022,0.021,0.023,0.023,0.023,0.023,,
1023,0.021,0.022,0.023,0.024,0.024,,
1024,0.021,0.022,0.022,0.022,0.022,,
1025,0.021,0.022,0.022,0.022,0.022,,
1026,0.022,0.023,0.023,0.023,0.023,,
1027,0.023,0.024,0.024,0.025,0.025,,
1028,0.023,0.024,0.025,0.040,0.040,,
1029,0.022,0.023,0.024,0.031,0.031,,
1030,0.022,0.024,0.024,0.033,0.033,,
1031,0.022,0.024,0.024,0.028,0.028,,
1032,0.021,0.022,0.023,0.023,0.023,,
1033,0.022,0.022,0.023,0.023,0.023,,
1034,0.022,0.023,0.023,0.023,0.023,,
1035,0.021,0.022,0.023,0.025,0.025,,
1036,0.020,0.022,0.022,0.025,0.025,,
1037,0.022,0.023,0.023,0.024,0.024,,
1038,0.021,0.022,0.022,0.022,0.022,,
1039,0.021,0.022,0.022,0.022,0.022,,
1040,0.022,0.023,0.023,0.023,0.023,,
1041,0.021,0.023,0.023,0.023,0.023,,
1042,0.022,0.023,0.023,0.023,0.023,,
1043,0.021,0.022,0.023,0.023,0.023,,
1044,0.021,0.022,0.022,0.022,0.022,,
1045,0.021,0.022,0.023,0.025,0.025,,
1046,0.021,0.022,0.023,0.023,0.023,,
1047,0.021,0.022,0.023,0.023,0.023,,
1048,0.021,0.022,0.023,0.023,0.023,,
1049,0.021,0.022,0.022,0.022,0.022,,
1050,0.021,0.022,0.022,0.022,0.022,,
1051,0.021,0.022,0.022,0.022,0.022,,
1052,0.021,0.022,0.023,0.023,0.023,,
1053,0.021,0.022,0.022,0.022,0.022,,
1054,0.020,0.022,0.022,0.022,0.022,,
1055,0.021,0.023,0.023,0.023,0.023,,
1056,0.021,0.023,0.023,0.023,0.023,,
1057,0.021,0.022,0.022,0.022,0.022,,
1058,0.021,0.022,0.023,0.023,0.023,,
1059,0.021,0.022,0.023,0.023,0.023,,
1060,0.021,0.022,0.023,0.023,0.023,,
1061,0.022,0.023,0.023,0.023,0.023,,
1062,0.021,0.022,0.022,0.022,0.022,,
1063,0.021,0.022,0.022,0.022,0.022,,
1064,0.021,0.022,0.022,0.022,0.022,,
1065,0.020,0.022,0.022,0.022,0.022,,
1066,0.021,0.023,0.023,0.023,0.023,,
1067,0.020,0.022,0.023,0.023,0.023,,
1068,0.020,0.021,0.022,0.022,0.022,,
1069,0.021,0.022,0.022,0.022,0.022,,
1070,0.021,0.022,0.022,0.022,0.022,,
1071,0.021,0.022,0.023,0.023,0.023,,
1072,0.021,0.022,0.022,0.022,0.022,,
1073,0.021,0.022,0.022,0.022,0.022,,
1074,0.021,0.022,0.023,0.023,0.023,,
1075,0.022,0.023,0.023,0.023,0.023,,
1076,0.022,0.023,0.023,0.023,0.023,,
1077,0.021,0.022,0.022,0.022,0.022,,
1078,0.021,0.022,0.023,0.023,0.023,,
1079,0.021,0.022,0.022,0.022,0.022,,
1080,0.021,0.022,0.022,0.022,0.022,,
1081,0.020,0.021,0.021,0.021,0.021,,
1082,0.020,0.022,0.022,0.022,0.022,,
1083,0.021,0.022,0.022,0.025,0.025,,
1084,0.021,0.022,0.023,0.027,0.027,,
1085,0.021,0.022,0.024,0.025,0.025,,
1086,0.022,0.023,0.023,0.023,0.023,,
1087,0.021,0.023,0.023,0.023,0.023,,
1088,0.021,0.022,0.023,0.023,0.023,,
1089,0.021,0.023,0.023,0.025,0.025,,
1090,0.021,0.023,0.023,0.025,0.025,,
1091,0.021,0.022,0.023,0.023,0.023,,
1092,0.022,0.022,0.022,0.022,0.022,,
1093,0.021,0.022,0.022,0.022,0.022,,
1094,0.021,0.022,0.022,0.022,0.022,,
1095,0.022,0.022,0.023,0.023,0.023,,
1096,0.021,0.022,0.022,0.022,0.022,,
1097,0.020,0.021,0.021,0.021,0.021,,
1098,0.019,0.021,0.021,0.021,0.021,,
1099,0.020,0.022,0.022,0.026,0.026,,
1100,0.021,0.022,0.022,0.024,0.024,,
1101,0.021,0.022,0.022,0.024,0.024,,
1102,0.021,0.022,0.022,0.023,0.023,,
1103,0.021,0.022,0.022,0.022,0.022,,
1104,0.021,0.022,0.022,0.022,0.022,,
1105,0.022,0.022,0.022,0.023,0.023,,
1106,0.022,0.023,0.023,0.025,0.025,,
1107,0.022,0.022,0.023,0.024,0.024,,
1108,0.022,0.023,0.024,0.024,0.024,,
1109,0.022,0.023,0.023,0.023,0.023,,
1110,0.022,0.023,0.024,0.024,0.024,,
1111,0.021,0.022,0.023,0.024,0.024,,
1112,0.021,0.022,0.022,0.023,0.023,,
1113,0.021,0.023,0.023,0.023,0.023,,
1114,0.022,0.023,0.024,0.024,0.024,,
1115,0.022,0.023,0.024,0.024,0.024,,
1116,0.021,0.023,0.023,0.023,0.023,,
1117,0.022,0.023,0.023,0.024,0.024,,
1118,0.021,0.022,0.022,0.028,0.028,,
1119,0.021,0.022,0.022,0.025,0.025,,
1120,0.021,0.022,0.022,0.022,0.022,,
1121,0.021,0.022,0.022,0.022,0.022,,
1122,0.021,0.022,0.022,0.022,0.022,,
1123,0.023,0.024,0.024,0.024,0.025,,
1124,0.024,0.025,0.025,0.025,0.041,,
1125,0.022,0.023,0.023,0.023,0.030,,
1126,0.022,0.022,0.022,0.024,0.024,,
1127,0.022,0.022,0.022,0.023,0.023,,
1128,0.021,0.022,0.022,0.022,0.022,,
1129,0.022,0.023,0.024,0.024,0.024,,
1130,0.022,0.023,0.024,0.024,0.024,,
1131,0.022,0.023,0.024,0.024,0.024,,
1132,0.022,0.023,0.023,0.025,0.025,,
1133,0.021,0.023,0.023,0.024,0.024,,
1134,0.021,0.022,0.023,0.023,0.023,,
1135,0.021,0.022,0.023,0.023,0.023,,
1136,0.021,0.023,0.024,0.024,0.024,,
1137,0.021,0.022,0.023,0.023,0.023,,
1138,0.021,0.022,0.022,0.022,0.022,,
1139,0.022,0.023,0.023,0.023,0.023,,
1140,0.022,0.023,0.024,0.024,0.024,,
1141,0.022,0.022,0.023,0.023,0.023,,
1142,0.022,0.023,0.023,0.023,0.023,,
1143,0.022,0.023,0.023,0.023,0.023,,
1144,0.022,0.023,0.023,0.023,0.023,,
1145,0.022,0.022,0.022,0.022,0.022,,
1146,0.022,0.022,0.023,0.023,0.023,,
1147,0.021,0.022,0.023,0.023,0.023,,
1148,0.020,0.021,0.022,0.022,0.022,,
1149,0.021,0.021,0.022,0.022,0.022,,
1150,0.021,0.022,0.022,0.022,0.022,,
1151,0.022,0.023,0.023,0.023,0.023,,
1152,0.022,0.024,0.024,0.024,0.024,,
1153,0.022,0.024,0.024,0.027,0.027,,
1154,0.022,0.023,0.024,0.025,0.025,,
1155,0.022,0.023,0.024,0.024,0.024,,
1156,0.021,0.022,0.023,0.023,0.023,,
1157,0.021,0.022,0.022,0.022,0.022,,
1158,0.021,0.022,0.022,0.022,0.022,,
1159,0.021,0.023,0.023,0.023,0.023,,
1160,0.021,0.022,0.022,0.022,0.022,,
1161,0.021,0.022,0.022,0.022,0.022,,
1162,0.022,0.022,0.022,0.022,0.022,,
1163,0.020,0.022,0.022,0.022,0.022,,
1164,0.022,0.023,0.023,0.023,0.023,,
1165,0.022,0.023,0.023,0.023,0.023,,
1166,0.022,0.023,0.023,0.024,0.024,,
1167,0.022,0.023,0.023,0.024,0.024,,
1168,0.022,0.023,0.023,0.023,0.023,,
1169,0.023,0.024,0.024,0.024,0.024,,
1170,0.023,0.024,0.024,0.024,0.024,,
1171,0.021,0.022,0.023,0.023,0.023,,
1172,0.022,0.023,0.023,0.023,0.023,,
1173,0.021,0.023,0.023,0.023,0.023,,
1174,0.022,0.023,0.024,0.024,0.024,,
1175,0.022,0.023,0.024,0.024,0.024,,
1176,0.022,0.023,0.023,0.025,0.025,,
1177,0.021,0.022,0.023,0.023,0.023,,
1178,0.021,0.022,0.023,0.023,0.023,,
1179,0.021,0.022,0.023,0.024,0.024,,
1180,0.021,0.022,0.023,0.031,0.031,,
1181,0.021,0.022,0.023,0.027,0.027,,
1182,0.022,0.023,0.023,0.023,0.023,,
1183,0.022,0.023,0.023,0.025,0.025,,
1184,0.022,0.023,0.023,0.030,0.030,,
1185,0.021,0.022,0.023,0.025,0.025,,
1186,0.022,0.023,0.023,0.023,0.023,,
1187,0.022,0.023,0.023,0.023,0.023,,
