MiniDeviceId,DeviceTimeStamp,Latitude,Longitude,TempC,Humidity,PM1,PM25,PM10,CO,VBat
7CA1C77BEFB,2021-04-15 10:43:23.000 PM,42.37988663,-71.09911346,19.91,57.5,27.53,29.11,29.11,0.66,4.072
7CA1C77BEFB,2021-04-15 10:43:44.000 PM,42.37992477,-71.09905243,19.91,50.11,24.2,27.12,28.6,0.37,4.063
7CA1C77BEFB,2021-04-15 10:44:05.000 PM,42.37991714,-71.09905243,20.05,47.51,17.66,18.68,18.68,-0.38,4.066
7CA1C77BEFB,2021-04-15 10:44:14.000 PM,42.37994003,-71.09902954,20.17,48.02,19.36,20.47,20.47,-0.02,4.07
7CA1C77BEFB,2021-04-15 10:44:35.000 PM,42.37993622,-71.09906006,20.11,47.85,19.89,21.71,22.36,-0.06,4.064
7CA1C77BEFB,2021-04-15 10:44:56.000 PM,42.3799324,-71.09906769,19.91,46.98,18.49,19.55,19.55,-0.03,4.066
7CA1C77BEFB,2021-04-15 10:45:18.000 PM,42.37996674,-71.09902191,19.95,47.37,17.9,19.93,20.9,-0.28,4.063
7CA1C77BEFB,2021-04-15 10:45:39.000 PM,42.37998199,-71.09900665,19.91,47.3,22.03,23.3,23.3,0.36,4.066
7CA1C77BEFB,2021-04-15 10:46:00.000 PM,42.37997437,-71.09902191,19.92,47.05,19.97,21.12,21.12,0.33,4.057
7CA1C77BEFB,2021-04-15 10:46:21.000 PM,42.37997818,-71.09900665,19.98,47.09,18.07,19.1,19.1,0.43,4.052
7CA1C77BEFB,2021-04-15 10:46:42.000 PM,42.37995529,-71.09901428,19.86,47.51,18.19,19.24,19.24,0.83,4.072
7CA1C77BEFB,2021-04-15 10:47:03.000 PM,42.37995529,-71.09903717,19.8,46.78,14.22,15.03,15.03,0.01,4.066
7CA1C77BEFB,2021-04-15 10:47:24.000 PM,42.37994766,-71.09906769,19.89,47.45,16.47,17.42,17.42,-0.12,4.06
7CA1C77BEFB,2021-04-15 10:47:45.000 PM,42.37995529,-71.0990448,19.86,47.25,20.76,22.15,22.34,0.71,4.055
7CA1C77BEFB,2021-04-15 10:48:06.000 PM,42.37996292,-71.09902191,19.91,48.06,20.57,22.16,22.56,0.83,4.052
7CA1C77BEFB,2021-04-15 10:48:27.000 PM,42.37995148,-71.09901428,19.91,47.84,25.63,27.1,27.1,0.18,4.063
7CA1C77BEFB,2021-04-15 10:48:48.000 PM,42.37994385,-71.09902191,19.77,45.27,21.16,22.38,22.38,-1.78,4.064
7CA1C77BEFB,2021-04-15 10:49:09.000 PM,42.37993622,-71.09899902,19.79,43.8,11.03,13.76,15.79,-1.38,4.06
7CA1C77BEFB,2021-04-15 10:49:29.000 PM,42.37987518,-71.09907532,19.67,44.94,16.66,17.61,17.61,-0.9,4.066
7CA1C77BEFB,2021-04-15 10:49:50.000 PM,42.37984848,-71.09909058,19.67,45.54,13.08,13.83,13.83,-1.47,4.061
7CA1C77BEFB,2021-04-15 10:50:11.000 PM,42.37986755,-71.09906006,19.39,43.97,15.79,16.7,16.7,-1.98,4.06
