MiniDeviceId,DeviceTimeStamp,Latitude,Longitude,TempC,Humidity,PM1,PM25,PM10,CO,VBat
137D47B479D7,2021-04-11 01:40:00.000,42.37981796,-71.09898376,20.47,45.28,3.48,6.45,9.31,38.96,3.892
137D47B479D7,2021-04-11 01:40:21.000,42.37995148,-71.09912109,20.73,45.83,4.23,7.22,10.08,35.68,4.11
137D47B479D7,2021-04-11 01:40:42.000,42.38016129,-71.09924316,20.85,45.83,3.49,5.91,8.21,32.61,4.109
137D47B479D7,2021-04-11 01:41:03.000,42.38022614,-71.09929657,20.97,45.4,3.5,4.2,4.77,30.41,4.134
137D47B479D7,2021-04-11 01:41:24.000,42.38020325,-71.09923553,21.09,45.07,4.75,7.84,10.79,28.3,4.137
137D47B479D7,2021-04-11 01:41:45.000,42.38011932,-71.09911346,21.35,44.84,2.09,3.83,5.51,27.11,4.14
137D47B479D7,2021-04-11 01:42:06.000,42.3801651,-71.09905243,21.4,44.47,3.4,5.38,7.25,25.27,4.149
137D47B479D7,2021-04-11 01:42:27.000,42.37990189,-71.09915924,21.6,44.26,4.1,7.79,11.35,24.3,4.151
137D47B479D7,2021-04-11 01:42:48.000,42.38031006,-71.09902954,21.98,44.21,1.6,1.81,1.96,22.68,4.145
137D47B479D7,2021-04-11 01:43:09.000,42.38012314,-71.09896088,21.94,44.11,3.55,8.2,12.76,22.59,4.154
137D47B479D7,2021-04-11 01:43:30.000,42.38008881,-71.09915161,22.09,43.91,1.57,1.64,1.66,21.94,4.151
137D47B479D7,2021-04-11 01:43:51.000,42.38000107,-71.0993042,22.23,43.58,1.67,2.26,2.79,20.69,4.143
137D47B479D7,2021-04-11 01:44:10.000,42.37994003,-71.09922791,22.4,43.39,2.89,3.28,3.57,19.64,4.157
137D47B479D7,2021-04-11 01:44:31.000,42.37994385,-71.09923553,22.47,42.93,4.04,4.79,5.4,19.51,4.14
137D47B479D7,2021-04-11 01:44:52.000,42.37998581,-71.0993042,22.72,42.8,3.99,4.18,4.22,19.37,4.152
137D47B479D7,2021-04-11 01:45:04.000,42.37999725,-71.09915161,22.72,42.64,1.45,2.61,3.72,18.23,4.146
137D47B479D7,2021-04-11 01:45:25.000,42.37996292,-71.09910583,22.87,42.4,3.98,4.57,5.02,18.22,4.133
137D47B479D7,2021-04-11 01:45:46.000,42.38008499,-71.09915924,22.97,42.07,2.86,3.97,4.98,17.6,4.145
137D47B479D7,2021-04-11 01:46:07.000,42.3800621,-71.09910583,23.03,41.82,4.28,7.44,10.47,17.04,4.154
