MiniDeviceId,DeviceTimeStamp,Latitude,Longitude,TempC,Humidity,PM1,PM25,PM10,CO,VBat
E8F2914199DC,2021-04-11 03:09:17.000,42.37997437,-71.09902954,22.74,44.12,1.27,1.54,1.73,3.8,4.148
E8F2914199DC,2021-04-11 04:56:47.000,42.37985229,-71.09907532,20.37,47.67,4.17,5.32,6.2,-0.12,4.293
E8F2914199DC,2021-04-11 04:57:08.000,42.37985992,-71.09903717,20.43,47.44,2.12,5.01,7.69,0.13,4.289
E8F2914199DC,2021-04-11 04:57:29.000,42.37986374,-71.09905243,20.5,47.44,4.72,4.99,4.99,-0.14,4.29
E8F2914199DC,2021-04-11 04:57:50.000,42.37985611,-71.09899139,20.56,47.19,4.52,4.78,4.78,0.16,4.299
E8F2914199DC,2021-04-11 04:58:11.000,42.37985229,-71.09899902,20.58,47.21,2.37,2.51,2.51,0.03,4.284
E8F2914199DC,2021-04-11 04:58:21.000,42.37986374,-71.09899902,20.54,47.04,2.43,2.8,3.03,-0.26,4.29
E8F2914199DC,2021-04-11 04:58:42.000,42.3799057,-71.09900665,20.62,48.61,3.63,5.09,6.3,-0.02,4.289
E8F2914199DC,2021-04-11 04:59:03.000,42.37989807,-71.09903717,20.69,47.63,4.21,5.41,6.34,-0.28,4.305
E8F2914199DC,2021-04-11 04:59:24.000,42.37992096,-71.09903717,20.69,47.22,2.81,5.36,7.68,0.1,4.296
E8F2914199DC,2021-04-11 04:59:45.000,42.37989044,-71.0990448,20.69,47.17,4.4,5.49,6.3,-0.1,4.295
E8F2914199DC,2021-04-11 05:00:06.000,42.37989044,-71.09902191,20.81,46.77,6.05,8.65,10.83,-0.31,4.295
E8F2914199DC,2021-04-11 05:00:27.000,42.37985611,-71.09903717,20.67,46.73,5.21,7.41,9.27,-0.04,4.289
E8F2914199DC,2021-04-11 05:00:48.000,42.37985611,-71.09899139,20.81,46.36,2.84,3.83,4.62,-0.03,4.28
E8F2914199DC,2021-04-11 05:01:09.000,42.37985611,-71.09894562,20.69,46.24,4.06,4.29,4.29,-0.19,4.295
E8F2914199DC,2021-04-11 05:01:30.000,42.37989044,-71.0989151,20.62,46.22,4.71,5.93,6.85,0.03,4.289
E8F2914199DC,2021-04-11 05:01:51.000,42.37986374,-71.09895325,20.58,46.86,2.96,5.96,8.71,-0.15,4.283
E8F2914199DC,2021-04-11 05:02:12.000,42.37984085,-71.09895325,20.82,47.13,3.89,4.94,5.75,-0.11,4.286
E8F2914199DC,2021-04-11 05:02:33.000,42.37988663,-71.09894562,20.87,47.4,2.91,3.59,4.1,0.03,4.286
E8F2914199DC,2021-04-11 05:02:54.000,42.37987518,-71.09899139,20.69,47.59,1.59,1.68,1.68,0.12,4.292
E8F2914199DC,2021-04-11 05:03:15.000,42.37987518,-71.09906006,20.81,47.9,2.38,3.14,3.75,-0.04,4.289
E8F2914199DC,2021-04-11 05:03:36.000,42.37992477,-71.09900665,20.88,47.29,3.05,3.22,3.22,0.2,4.296
E8F2914199DC,2021-04-11 05:03:57.000,42.37992096,-71.09899139,20.87,47.65,1.62,2.91,4.08,0.14,4.293
E8F2914199DC,2021-04-11 05:04:18.000,42.3799057,-71.09899902,20.93,47.57,2.37,3.16,3.79,0.17,4.292
E8F2914199DC,2021-04-11 05:05:00.000,42.37989426,-71.09899139,20.87,48.34,3.62,5.16,6.46,0.02,4.284
E8F2914199DC,2021-04-11 05:05:21.000,42.37988663,-71.09896851,20.93,47.56,5.24,8.02,10.44,0.17,4.289
E8F2914199DC,2021-04-11 05:06:03.000,42.37986374,-71.09899139,21,47.89,2.64,3.22,3.64,-0.09,4.284
E8F2914199DC,2021-04-11 05:06:24.000,42.37986755,-71.09899139,20.91,47.45,4.8,5.08,5.08,0.14,4.287
E8F2914199DC,2021-04-11 05:06:45.000,42.37987518,-71.09899139,20.87,47.77,1.51,1.59,1.59,-0.07,4.287
E8F2914199DC,2021-04-11 05:07:06.000,42.37988663,-71.09898376,20.93,47.53,0.94,1.25,1.5,-0.24,4.29
E8F2914199DC,2021-04-11 05:07:27.000,42.37988281,-71.09897614,20.87,47.48,1.98,3.14,4.16,-0.3,4.284
E8F2914199DC,2021-04-11 05:07:48.000,42.37988663,-71.09895325,20.98,47.5,3.98,5.28,6.32,0.58,4.284
E8F2914199DC,2021-04-11 05:08:09.000,42.37988281,-71.09889984,20.87,47.61,3.48,5.02,6.33,0.02,4.277
E8F2914199DC,2021-04-11 05:08:30.000,42.37988663,-71.09892273,20.84,47.05,2.31,2.55,2.65,0.12,4.296
E8F2914199DC,2021-04-11 05:08:51.000,42.37988663,-71.09898376,21,47.19,5.08,5.38,5.38,0.44,4.283
E8F2914199DC,2021-04-11 05:09:12.000,42.3799057,-71.09895325,20.93,47.54,2.86,3.21,3.4,-0.04,4.28
E8F2914199DC,2021-04-11 05:09:33.000,42.37992096,-71.09894562,21.1,47.22,5.23,5.75,5.96,0.12,4.28
E8F2914199DC,2021-04-11 05:09:54.000,42.37991714,-71.09893036,21.05,47.02,2.4,3.32,4.08,0.04,4.283
E8F2914199DC,2021-04-11 05:10:15.000,42.3799324,-71.09890747,21.01,47.33,2.27,3.32,4.21,0.01,4.292
E8F2914199DC,2021-04-11 05:10:36.000,42.3799057,-71.09884644,21.03,47.62,2.15,2.78,3.27,0.49,4.296
