MiniDeviceId,DeviceTimeStamp,Latitude,Longitude,TempC,Humidity,PM1,PM25,PM10,CO,VBat
C18F9A6F7FD8,2021-04-11 04:56:40.000 PM,42.37988281,-71.09883881,20.52,49.05,2.27,2.4,2.4,2.24,4.271
C18F9A6F7FD8,2021-04-11 04:57:01.000 PM,42.3799057,-71.09888458,20.54,49.14,3.38,3.58,3.58,2.58,4.287
C18F9A6F7FD8,2021-04-11 04:57:10.000 PM,42.37990189,-71.09895325,20.74,48.68,3.33,4.63,5.71,2.81,4.275
C18F9A6F7FD8,2021-04-11 04:57:31.000 PM,42.37989807,-71.09899139,20.77,48.34,3.16,6.63,9.83,3.42,4.263
C18F9A6F7FD8,2021-04-11 04:57:52.000 PM,42.37988281,-71.09899139,20.77,48.92,2.34,3.42,4.33,3.48,4.259
C18F9A6F7FD8,2021-04-11 04:58:14.000 PM,42.37987518,-71.09898376,21.02,48.41,3.91,4.25,4.37,2.93,4.265
C18F9A6F7FD8,2021-04-11 04:58:35.000 PM,42.37988663,-71.09895325,20.79,48.61,4.75,6.11,7.18,2.89,4.269
C18F9A6F7FD8,2021-04-11 04:58:56.000 PM,42.37988281,-71.09893799,21.02,48.57,4.45,5.39,6.06,2.59,4.277
C18F9A6F7FD8,2021-04-11 04:59:17.000 PM,42.37988663,-71.09893799,21.02,48.1,3.53,3.99,4.24,2.9,4.272
C18F9A6F7FD8,2021-04-11 04:59:38.000 PM,42.37990189,-71.09889221,21.02,48.51,2.43,5.57,8.5,2.97,4.277
C18F9A6F7FD8,2021-04-11 04:59:59.000 PM,42.3799057,-71.0989151,21.02,48.4,1.22,1.95,2.6,2.71,4.268
C18F9A6F7FD8,2021-04-11 05:00:20.000 PM,42.37989426,-71.0989151,21.02,48.11,4.61,6.88,8.82,2.79,4.265
C18F9A6F7FD8,2021-04-11 05:00:41.000 PM,42.37988663,-71.09892273,21.02,47.69,3.93,4.16,4.16,2.17,4.268
C18F9A6F7FD8,2021-04-11 05:01:02.000 PM,42.37988281,-71.09895325,21.02,47.38,5.25,6.29,7,2.74,4.277
C18F9A6F7FD8,2021-04-11 05:01:23.000 PM,42.37988281,-71.09893799,21.02,47.31,4.16,5.99,7.53,2.67,4.278
C18F9A6F7FD8,2021-04-11 05:01:44.000 PM,42.37988663,-71.09894562,20.82,46.96,2.36,3.44,4.35,2.46,4.259
C18F9A6F7FD8,2021-04-11 05:02:05.000 PM,42.37994385,-71.09889984,20.79,47.31,4.03,5.94,7.57,2.29,4.269
C18F9A6F7FD8,2021-04-11 05:02:26.000 PM,42.37992477,-71.0989151,21.02,48.16,2.51,3.23,3.78,1.92,4.268
C18F9A6F7FD8,2021-04-11 05:02:47.000 PM,42.37992477,-71.09888458,21.02,48.3,3.38,7.08,10.48,2.45,4.277
C18F9A6F7FD8,2021-04-11 05:03:08.000 PM,42.37992477,-71.09888458,21.03,48.3,2.61,3.67,4.55,2.29,4.256
C18F9A6F7FD8,2021-04-11 05:03:29.000 PM,42.37991714,-71.0989151,21.02,48.21,2.02,2.79,3.42,2.41,4.269
C18F9A6F7FD8,2021-04-11 05:03:50.000 PM,42.37990952,-71.09892273,21.02,48.11,1.95,3.69,5.28,2.1,4.256
C18F9A6F7FD8,2021-04-11 05:04:11.000 PM,42.3799057,-71.09893036,21.02,48.14,5.9,9.55,12.76,2.23,4.269
C18F9A6F7FD8,2021-04-11 05:04:53.000 PM,42.37990189,-71.09898376,21.03,48.25,5.9,9.11,11.91,1.79,4.265
C18F9A6F7FD8,2021-04-11 05:05:14.000 PM,42.379879,-71.09902191,21.02,48.41,2.81,5.03,7.02,2.07,4.266
C18F9A6F7FD8,2021-04-11 05:05:35.000 PM,42.37985992,-71.09903717,21.02,48.78,5.35,11.69,17.55,1.78,4.257
C18F9A6F7FD8,2021-04-11 05:05:56.000 PM,42.37988663,-71.09902191,21.02,48.16,3.71,3.93,3.93,1.6,4.269
C18F9A6F7FD8,2021-04-11 05:06:17.000 PM,42.37985992,-71.09903717,21.02,48.18,5.17,7.81,10.09,2.01,4.262
C18F9A6F7FD8,2021-04-11 05:06:38.000 PM,42.37982178,-71.09907532,21.04,48.26,2.5,3.22,3.78,1.65,4.271
C18F9A6F7FD8,2021-04-11 05:06:59.000 PM,42.37982559,-71.09908295,21.04,47.69,4.68,5.36,5.76,1.76,4.269
C18F9A6F7FD8,2021-04-11 05:07:20.000 PM,42.37983704,-71.09909058,21.07,47.59,3.34,5.16,6.75,1.71,4.272
C18F9A6F7FD8,2021-04-11 05:07:41.000 PM,42.37984467,-71.09908295,21.08,48.42,1.81,2.06,2.2,1.44,4.263
C18F9A6F7FD8,2021-04-11 05:08:02.000 PM,42.37985611,-71.09907532,21.14,47.98,3.88,5.37,6.6,1.15,4.259
C18F9A6F7FD8,2021-04-11 05:08:23.000 PM,42.37985611,-71.09906769,21.08,48.02,3.13,3.42,3.53,1.23,4.265
